sim_index,mut_rate,sel_coeff,sampling_start,num_samples,num_muts,total_branch_length,sackin_index,norm_sackin,pi,seg_sites,tajimas_d,num_singletons,external_clock_rate,internal_clock_rate,external_muts,internal_muts,external_length,internal_length,exp_fit_var,obsv_fit_var
99,0.0001,-0.08,35,200,2805,4979.5,1088,-0.48662946897570686,0.0012650683191237262,0.0934991974317817,-2.973824940295245,2536.0,0.6773041235960376,0.8082682075088805,2538,267,4305.6,673.8999999999999,0.000707519617885581,0.029532411901818458
0,0.0001,-0.08,50,200,3215,5894.7,1124,-0.4696429440521089,0.0014024425901578608,0.10741037988228999,-2.9834426949129296,2950.0,0.6749080368329259,1.2135523824450154,2950,265,4952.4,942.3000000000002,0.000707519617885581,0.003895622336842112
1,0.0001,-0.08,50,200,3016,5177.0,906,-0.5725057894227853,0.0013046573154698244,0.10085607276618512,-2.985461425964871,2710.0,0.7252800712919526,1.829449040233801,2710,306,4455.299999999999,721.7,0.000707519617885581,0.011958967592790727
2,0.0001,-0.08,50,200,3108,5769.4,1088,-0.48662946897570686,0.0013762767825215051,0.10393258426966293,-2.979786151479247,2845.0,0.6355221237799459,0.6779074522847376,2845,263,4971.299999999998,798.1000000000001,0.000707519617885581,0.00185270723601626
3,0.0001,-0.08,50,200,3142,6236.1,1100,-0.4809672940011742,0.0013104446792550468,0.10493579454253611,-2.99413567983693,2876.0,0.5750212954114597,1.09967190144514,2879,263,5350.899999999999,885.2000000000003,0.000707519617885581,0.004960582322043454
4,0.0001,-0.08,50,200,3208,5788.1,799,-0.6229935162790348,0.0013103724212286847,0.10727661851257357,-2.9994154592540427,2943.0,0.6668082888817092,0.811860520914923,2942,266,4930.699999999998,857.4000000000002,0.000707519617885581,0.01314313327883101
5,0.0001,-0.08,50,200,2967,5199.1,763,-0.6399800412026326,0.001286029868443361,0.09921749598715891,-2.9848948936674677,2671.0,0.6747809587786091,0.7993383290353864,2671,296,4303.499999999999,895.6000000000001,0.000707519617885581,0.02225605399824484
6,0.0001,-0.08,50,200,3090,5785.1,879,-0.5852456831154838,0.001296485436814915,0.103330658105939,-2.9929498353169226,2810.0,0.6183947780592399,0.753246890782731,2810,280,4933.100000000002,851.9999999999998,0.000707519617885581,0.023377187200868184
7,0.0001,-0.08,50,200,3374,6247.2,1099,-0.48143914191571857,0.0013747711269025797,0.11282771535580524,-3.000200389450769,3127.0,0.5975178874070004,1.0217075532551236,3127,247,5579.999999999999,667.1999999999997,0.000707519617885581,0.0028796870971005894
8,0.0001,-0.08,50,200,3245,5570.7,788,-0.628183843339023,0.0012467080587528648,0.1084470304975923,-3.013104415460361,3051.0,0.6840435615128316,0.6847195408713703,3053,192,4876.900000000003,693.8000000000001,0.000707519617885581,0.0010661260125324587
9,0.0001,-0.08,50,200,3114,5523.2,1054,-0.502672298070216,0.0013689635980867524,0.10413322632423756,-2.981611506578777,2785.0,0.6622495877763593,0.9166471618064779,2785,329,4666.0,857.2000000000002,0.000707519617885581,0.042404946483872136
10,0.0001,-0.08,50,200,3052,5930.2,983,-0.5361735000028675,0.001414509680559033,0.10205992509363296,-2.9679860997297594,2755.0,0.6088501222233468,1.043484497864829,2755,297,4889.999999999999,1040.1999999999998,0.000707519617885581,0.025831652046094323
11,0.0001,-0.08,50,200,3206,6203.3,929,-0.5616532873882644,0.0015556043997408007,0.10720973782771535,-2.9558600434930717,2833.0,0.619838824932916,0.8885684709255935,2833,373,5003.1,1200.2,0.000707519617885581,0.0
12,0.0001,-0.08,50,200,3071,5987.0,850,-0.5989292726372709,0.001296460230526648,0.10266185125735687,-2.9913743819716654,2813.0,0.6498337248481445,0.9989216687472204,2814,257,4919.499999999997,1067.5000000000005,0.000707519617885581,0.053831616284998315
13,0.0001,-0.08,50,200,3294,6205.9,1017,-0.5201306709083583,0.0014168891541710674,0.11011904761904762,-2.987153224965508,2998.0,0.6056693114379504,0.6141832172602923,2999,295,5301.200000000003,904.7,0.000707519617885581,0.02797958176830444
14,0.0001,-0.08,50,200,3213,5691.8,894,-0.578167964397318,0.0012850804315854504,0.10734349919743179,-3.004033890905506,2978.0,0.718473809898291,0.6565058534482212,2980,233,4744.9000000000015,946.8999999999999,0.000707519617885581,0.023386822115230885
15,0.0001,-0.08,50,200,3260,5919.5,847,-0.6003448163809041,0.001367110095689805,0.1090155163188871,-2.993304743395652,2987.0,0.615333807640445,1.3556984908891798,2987,273,5139.700000000001,779.8000000000002,0.000707519617885581,0.010986222304435942
16,0.0001,-0.08,50,200,3067,6028.5,801,-0.622049820449946,0.0012810222191750808,0.10246120920278223,-2.9937554527974433,2816.0,0.619956147213167,0.5583308748232695,2819,248,5080.100000000001,948.3999999999999,0.000707519617885581,0.018346262331569357
17,0.0001,-0.08,50,200,2992,5840.1,853,-0.5975137288936379,0.0013009603931912305,0.10005350454788657,-2.984157080837107,2717.0,0.6945448310145206,0.748082975476618,2717,275,4844.900000000001,995.1999999999999,0.000707519617885581,0.029353405274310008
18,0.0001,-0.08,50,200,3131,6243.3,852,-0.5979855768081822,0.001366726960108198,0.10466827180310326,-2.9833147777433884,2907.0,0.5903433298673171,0.9164185017962851,2908,223,5418.400000000001,824.9,0.000707519617885581,0.035288403906241134
19,0.0001,-0.08,50,200,3160,5752.6,819,-0.613556557988147,0.0013320111794929844,0.10567148207597646,-2.99194318754807,2910.0,0.6750504020944232,0.6728423730395434,2910,250,4921.5,831.1,0.000707519617885581,0.014803756687767764
20,0.0001,-0.08,50,200,3358,6563.3,1004,-0.5262646937974353,0.0015327557396398767,0.11229266987693955,-2.9723785396672984,3042.0,0.7706727182373555,1.0550046577722973,3042,316,5652.400000000002,910.9000000000001,0.000707519617885581,0.008828495702308422
21,0.0001,-0.08,50,200,3225,6019.2,1228,-0.42057076093949264,0.0014613211187021178,0.10777822364901017,-2.973935860215342,2939.0,0.6238255765019547,1.488178746348115,2939,286,5150.999999999996,868.2,0.000707519617885581,0.024903990670677462
22,0.0001,-0.08,50,200,3090,5716.7,1247,-0.4116056505631493,0.0013875910451132145,0.103330658105939,-2.9762188826985216,2778.0,0.6199510455500153,1.2015811844354367,2778,312,4951.700000000001,764.9999999999999,0.000707519617885581,0.051769845030717
23,0.0001,-0.08,50,200,3153,6012.1,921,-0.5654280707046195,0.0014096162997975464,0.10543739967897271,-2.9774351240610817,2922.0,0.599762338550347,1.2336799500179667,2922,231,5260.800000000003,751.3000000000002,0.000707519617885581,0.017357362325394997
24,0.0001,-0.08,50,200,3011,5737.1,799,-0.6229935162790348,0.001364402940330335,0.10065543071161048,-2.973699992100434,2725.0,0.6607181101051742,0.8393420592264484,2726,285,4809.1,927.9999999999999,0.000707519617885581,0.03733022229828442
25,0.0001,-0.08,50,200,3163,5671.8,898,-0.5762805727391404,0.0012418684514063358,0.10570492241840557,-3.008203081198391,2905.0,0.675742088790752,1.338178091683229,2907,256,4850.799999999998,820.9999999999999,0.000707519617885581,0.011195130964292501
26,0.0001,-0.08,50,200,3143,6106.8,810,-0.6178031892190464,0.0013312600321027435,0.10510299625468165,-2.9907614243082286,2878.0,0.5924842100703737,0.6170000674590711,2878,265,5202.400000000004,904.4000000000003,0.000707519617885581,0.019310214954975025
27,0.0001,-0.08,50,200,3307,6637.2,922,-0.5649562227900751,0.0013765742167230043,0.11052033172819689,-2.9949776160640056,3076.0,0.6269441735728669,1.0273768625680595,3078,229,5757.0,880.2000000000003,0.000707519617885581,0.01830667073375925
28,0.0001,-0.08,50,200,3286,5678.3,1114,-0.47436142319755276,0.0013814457520346627,0.10975120385232745,-2.992449524040196,2999.0,0.672929146334678,1.1201218110205393,2999,287,4916.999999999998,761.3,0.000707519617885581,
29,0.0001,-0.08,50,200,2976,5634.4,1007,-0.5248491500538022,0.0013748618695403228,0.09951845906902086,-2.9687153278969705,2707.0,0.6458538074224969,1.0445154348653394,2707,269,4787.299999999999,847.1000000000001,0.000707519617885581,0.004530831837119018
30,0.0001,-0.08,50,200,3061,5841.2,916,-0.5677873102773414,0.001269187026625937,0.1022940074906367,-2.995555770102423,2815.0,0.6235686462770917,0.563184218152117,2817,244,4984.200000000002,856.9999999999997,0.000707519617885581,0.04545047055672612
31,0.0001,-0.08,50,200,3099,5805.0,1010,-0.523433606310169,0.0013302164917686488,0.10363162118780096,-2.987477716123891,2810.0,0.6169107305328342,0.9303958748479634,2810,289,4873.899999999996,931.0999999999998,0.000707519617885581,0.019584303089882855
32,0.0001,-0.08,50,200,3144,6331.2,1013,-0.5220180625665358,0.0014257180767400454,0.10510299625468165,-2.9737069036911303,2856.0,0.561121274716894,0.9491817022807152,2857,287,5483.100000000003,848.1000000000004,0.000707519617885581,8.393339360514226e-05
33,0.0001,-0.08,50,200,3008,5096.1,944,-0.5545755686700986,0.001272115997322098,0.10055510968432317,-2.9908538228773733,2733.0,0.7718212716528384,1.388983314154615,2734,274,4391.3,704.8,0.000707519617885581,0.041583142076425966
34,0.0001,-0.08,50,200,3021,6054.4,1016,-0.5206025188229028,0.00136344342095712,0.10085607276618512,-2.9744012632579095,2702.0,0.6187168409019692,0.8627254980934873,2702,319,4907.900000000001,1146.4999999999995,0.000707519617885581,0.009714020119307032
35,0.0001,-0.08,50,200,3180,6047.1,873,-0.5880767706027501,0.001324913088718081,0.10627340823970037,-2.9945902005478806,2919.0,0.6264034560596854,1.123069517420931,2921,259,5164.499999999999,882.6,0.000707519617885581,0.006750473376490055
36,0.0001,-0.08,50,200,3424,6398.8,742,-0.6498888474080647,0.0013807030067405056,0.11446629213483146,-3.0025858117943502,3206.0,0.6063099191245425,1.2134389254820328,3207,217,5633.100000000002,765.7000000000002,0.000707519617885581,0.004057088676718254
37,0.0001,-0.08,50,200,3059,5590.3,1069,-0.4955945793520502,0.0014388303878945289,0.1022940074906367,-2.9640866302668356,2824.0,0.6359864013278378,0.65170248953209,2824,235,4848.499999999997,741.8000000000002,0.000707519617885581,0.010675338687660423
38,0.0001,-0.08,50,200,3288,6423.2,1161,-0.4521845712139666,0.0015915351234502963,0.10991840556447298,-2.956546795305968,2989.0,0.5894814556576213,1.0579485910086643,2990,298,5444.400000000001,978.7999999999998,0.000707519617885581,0.029271653542843945
39,0.0001,-0.08,50,200,3226,6089.7,943,-0.555047416584643,0.0013696794566734232,0.10787854467629748,-2.9903000120604277,2967.0,0.6471676050195243,0.6121076365415459,2967,259,5064.200000000002,1025.5000000000005,0.000707519617885581,0.017503971138923477
40,0.0001,-0.08,50,200,3400,6094.7,887,-0.5814708997991287,0.0013995875579072522,0.1136637239165329,-2.9977877262611323,3144.0,0.7238492472352295,0.8334557236145506,3145,255,5219.200000000003,875.5000000000002,0.000707519617885581,0.09085910237992295
41,0.0001,-0.08,50,200,3160,6138.6,760,-0.6413955849462658,0.0012910711260959893,0.10567148207597646,-2.999295258514619,2898.0,0.6932113301255205,0.7538181868054465,2898,262,5070.799999999999,1067.8,0.000707519617885581,0.023456137691677374
42,0.0001,-0.08,50,200,3125,5748.8,970,-0.5423075228919445,0.0013559874008888851,0.10440074906367042,-2.98462065607097,2863.0,0.6643110735764901,0.9493653379158764,2865,260,4691.8,1057.0,0.000707519617885581,0.03303838538582782
43,0.0001,-0.08,50,200,3101,5661.5,1149,-0.45784674618849924,0.0012856450524425431,0.10366506153023007,-2.9957166111004487,2846.0,0.6214770235631781,0.5308224371908313,2847,254,4891.699999999999,769.8000000000002,0.000707519617885581,0.04117454969649284
44,0.0001,-0.08,50,200,3492,6398.5,1098,-0.481910989830263,0.0014599801441665151,0.11660647405029427,-2.993958296539738,3210.0,0.6315034834228677,0.7934972605640463,3211,281,5539.5,859.0000000000001,0.000707519617885581,0.00436103052595168
45,0.0001,-0.08,50,200,3411,6318.7,885,-0.5824145956282174,0.0014576998152883171,0.11406500802568219,-2.988955161438044,3153.0,0.6407673599858392,0.8881368050256989,3151,260,5455.799999999998,862.9,0.000707519617885581,0.009839870769713398
46,0.0001,-0.08,50,200,3086,5818.8,965,-0.5446667624646665,0.0012925935859070849,0.10296281433921883,-2.992800572614585,2824.0,0.6186059267546742,1.0504765561035196,2825,261,4971.699999999999,847.1,0.000707519617885581,0.005778514321847801
47,0.0001,-0.08,50,200,3013,5398.7,969,-0.5427793708064889,0.0013456158534782086,0.10075575173889781,-2.9774987861837823,2726.0,0.7031835962494496,0.5864734557102258,2726,287,4499.399999999999,899.3000000000003,0.000707519617885581,0.006035241203332699
48,0.0001,-0.08,50,200,3165,5683.6,1063,-0.4984256668393165,0.0013841226598482045,0.10577180310326378,-2.982824811139758,2918.0,0.6442887154835393,1.1353035050303204,2920,245,4930.8,752.8,0.000707519617885581,0.014358751218622753
49,0.0001,-0.08,50,200,3334,6280.1,1043,-0.5078626251302043,0.0014637140356679047,0.11142322097378277,-2.9820848526582995,3086.0,0.5795682765914136,0.7473444686009146,3088,246,5582.200000000003,697.9000000000001,0.000707519617885581,0.017646147391003987
50,0.0001,-0.08,50,200,3194,6040.9,1194,-0.4366135900340018,0.0014437523357827174,0.10667469234884966,-2.974355591882201,2908.0,0.6322312154936828,0.8476071724608335,2908,286,5133.199999999999,907.6999999999999,0.000707519617885581,0.007488222737950412
51,0.0001,-0.08,50,200,3251,6045.1,911,-0.5701465498500634,0.0013521140345924484,0.10861423220973783,-2.9950300205231737,2969.0,0.6480474914683566,1.0968628783137253,2969,282,5067.199999999996,977.9000000000003,0.000707519617885581,0.012055328905830116
52,0.0001,-0.08,50,200,2965,5571.8,1145,-0.45973413784667677,0.001299006065641229,0.09908373461744248,-2.982071644501944,2693.0,0.7145227641609619,1.1544874906914397,2694,271,4734.500000000002,837.2999999999998,0.000707519617885581,0.010958847823063564
53,0.0001,-0.08,50,200,3140,6047.6,1021,-0.5182432792501808,0.001377837891974589,0.10496923488496522,-2.982029160766117,2866.0,0.6415086188922265,1.0246140668980326,2867,273,5132.0999999999985,915.5,0.000707519617885581,0.0055920296071586325
54,0.0001,-0.08,50,200,3017,5442.9,851,-0.5984574247227266,0.0012823026986188502,0.10088951310861423,-2.9897487563684404,2778.0,0.664367653052283,0.6445210873979671,2778,239,4548.3,894.5999999999996,0.000707519617885581,0.05015754866596069
55,0.0001,-0.08,50,200,3302,6272.0,952,-0.5508007853537434,0.0016121605889264142,0.11042001070090958,-2.954268984694248,2989.0,0.6493931855718118,0.6419325203500984,2989,313,5378.399999999999,893.5999999999999,0.000707519617885581,0.016917612977791874
56,0.0001,-0.08,50,200,3133,5965.5,874,-0.5876049226882056,0.0012754902791109388,0.10476859283039058,-3.000081648856636,2891.0,0.6114887802303675,0.6050517376100444,2891,242,5158.500000000003,806.9999999999999,0.000707519617885581,0.014596622190659552
57,0.0001,-0.08,50,200,3286,5912.6,688,-0.6753686347934617,0.0013451722228047824,0.10985152487961476,-2.998938033278589,3038.0,0.6613944422538143,1.0807709057777448,3039,247,5012.200000000001,900.4000000000003,0.000707519617885581,0.03743924880584485
58,0.0001,-0.08,50,200,3107,5639.1,1283,-0.39461912563955137,0.0013443286523575715,0.10386570358480471,-2.9854583932187087,2836.0,0.6647092632135921,1.116913826261339,2836,271,4786.299999999998,852.8000000000002,0.000707519617885581,0.010680226292977933
59,0.0001,-0.08,50,200,3225,5883.9,940,-0.5564629603282761,0.0015094500055117684,0.10784510433386837,-2.9656289637575184,2954.0,0.6378133011038064,1.1417301505863964,2954,271,5093.400000000001,790.5000000000001,0.000707519617885581,0.015495308661775108
60,0.0001,-0.08,50,200,3065,5567.6,1096,-0.48285468565935175,0.0013853997784535356,0.10242776886035312,-2.9743395572635847,2778.0,0.6820245758064456,0.8026441837623869,2778,287,4693.499999999998,874.1000000000001,0.000707519617885581,0.08331360873829992
61,0.0001,-0.08,50,200,3063,5327.8,1150,-0.45737489827395483,0.0013894882384098248,0.10242776886035312,-2.973582129734975,2806.0,0.8493143452083731,1.2213791008194395,2805,258,4703.199999999999,624.6000000000003,0.000707519617885581,0.01020363042555877
62,0.0001,-0.08,50,200,3221,6237.0,822,-0.6121410142445138,0.0012968416856890326,0.10764446227929374,-3.0026076853923307,2997.0,0.6052723039511746,0.5967031172465669,2999,222,5398.600000000001,838.4000000000002,0.000707519617885581,0.01247568899884649
63,0.0001,-0.08,50,200,3023,5710.9,870,-0.5894923143463833,0.0013161379395640737,0.10109015516318887,-2.9838853650073967,2735.0,0.6590684377106806,0.540389609041258,2735,288,4692.499999999999,1018.4000000000001,0.000707519617885581,0.044765578310968335
64,0.0001,-0.08,50,200,3372,6755.3,897,-0.5767524206536848,0.0015234025262750234,0.11276083467094702,-2.9750451918309744,3107.0,0.5681782638961876,0.6195827253494867,3106,266,5844.300000000005,911.0000000000003,0.000707519617885581,0.029609277330451766
65,0.0001,-0.08,50,200,3146,5609.0,718,-0.66121319735713,0.00123585591144597,0.10520331728196897,-3.0082037416499414,2921.0,0.6768896117266421,0.8906461610762476,2921,225,4765.7,843.2999999999998,0.000707519617885581,0.008797471785608295
66,0.0001,-0.08,50,200,3081,5773.0,1356,-0.3601742278778111,0.0013312869188102238,0.10286249331193151,-2.9854258004145775,2853.0,0.6178237171555563,0.7744247350911884,2855,226,4991.7,781.3000000000001,0.000707519617885581,0.015635789187500932
67,0.0001,-0.08,50,200,3343,6452.3,865,-0.5918515539191052,0.0013531609357649817,0.11179106474050295,-3.001686725911862,3122.0,0.6340932754558463,0.7747515411317202,3122,221,5475.500000000001,976.8,0.000707519617885581,0.021576893723924778
68,0.0001,-0.08,50,200,3160,5921.4,1072,-0.494179035608417,0.001430495508575511,0.10560460139111824,-2.9740918009318444,2862.0,0.6276682915629275,0.7783787229556224,2864,296,5006.900000000002,914.5000000000003,0.000707519617885581,0.011723549796448468
69,0.0001,-0.08,50,200,3087,6155.6,825,-0.6107254705008807,0.0013166706324560414,0.10323033707865169,-2.9890036447533,2813.0,0.5963284404067511,0.8753263246150939,2813,274,5117.399999999998,1038.2,0.000707519617885581,0.010535628548642897
70,0.0001,-0.08,50,200,3039,5597.4,887,-0.5814708997991287,0.0012980549483640963,0.10155831995719636,-2.988423854851334,2775.0,0.7049632798297406,0.7667703106335182,2777,262,4688.799999999997,908.5999999999998,0.000707519617885581,0.0024243788663834876
71,0.0001,-0.08,50,200,2967,5606.2,829,-0.6088380788427031,0.0013108647840594171,0.0991840556447298,-2.980059262917038,2682.0,0.6800261983987135,0.9743243608617735,2683,284,4698.200000000001,907.9999999999999,0.000707519617885581,0.03560753827998216
72,0.0001,-0.08,50,200,3076,5448.9,1042,-0.5083344730447487,0.0014173983211939834,0.10286249331193151,-2.9695401345678403,2768.0,0.6639522906928698,1.109574724847446,2768,308,4662.699999999996,786.1999999999999,0.000707519617885581,0.06213592543113828
73,0.0001,-0.08,50,200,3033,5583.1,784,-0.6300712349972005,0.0012193625968257825,0.10142455858747994,-3.0028205377488613,2812.0,0.6515033169728863,1.4197552657006105,2812,221,4733.4,849.7000000000004,0.000707519617885581,0.001979823126547383
74,0.0001,-0.08,50,200,3391,6249.8,928,-0.5621251353028087,0.001463130930199416,0.11339620117710006,-2.986591914531519,3060.0,0.6654760438769809,0.8508345371705188,3060,331,5219.199999999997,1030.6000000000004,0.000707519617885581,0.021023227573509596
75,0.0001,-0.08,50,200,3066,5588.3,1201,-0.4333106546321911,0.001294793254662845,0.10242776886035312,-2.9911253093864816,2778.0,0.7949557950382662,0.6910208363421249,2779,287,4768.499999999998,819.8000000000002,0.000707519617885581,0.010600679477223249
76,0.0001,-0.08,50,200,3141,5764.5,955,-0.5493852416101104,0.0013520686632735683,0.10500267522739433,-2.9867669864261934,2853.0,0.6508073949808506,0.9094224875374796,2854,287,4814.199999999998,950.3000000000004,0.000707519617885581,0.03994456153295322
77,0.0001,-0.08,50,200,3019,5700.9,1002,-0.5272083896265242,0.0014109892022982832,0.10095639379347245,-2.965724176642255,2749.0,0.6899557361567767,0.7031755915997948,2749,270,4729.799999999999,971.1,0.000707519617885581,0.022937965097277403
78,0.0001,-0.08,50,200,3197,5737.5,1233,-0.4182115213667707,0.001386816371853927,0.10684189406099519,-2.9848770376494076,2915.0,0.6419252465325493,1.2717238880392945,2915,282,4956.100000000002,781.4000000000004,0.000707519617885581,0.015295597029448754
79,0.0001,-0.08,50,200,3475,6294.6,809,-0.6182750371335909,0.0013623461072080681,0.11610486891385768,-3.008874366079598,3252.0,0.6364278689172792,0.9834611167550713,3255,220,5477.8000000000075,816.8000000000001,0.000707519617885581,0.0
80,0.0001,-0.08,50,200,3042,5740.3,1050,-0.5045596897283936,0.0012596002349898518,0.10159176029962547,-2.9956878300215877,2775.0,0.6464119611907273,0.5490752147166331,2775,267,4780.599999999998,959.7000000000002,0.000707519617885581,0.0712139885698014
81,0.0001,-0.08,50,200,3257,5794.1,922,-0.5649562227900751,0.0013057193404153126,0.10891519529159979,-3.0037784060526493,2995.0,0.6735485004620468,1.141025112801706,2995,262,4902.799999999997,891.2999999999998,0.000707519617885581,0.0
82,0.0001,-0.08,50,200,3270,5885.5,972,-0.5413638270628558,0.0013689031029949159,0.10931647940074907,-2.993660325573673,3043.0,0.6809537972621666,0.733673204566698,3044,226,4922.3,963.2,0.000707519617885581,0.015751933413923926
83,0.0001,-0.08,50,200,3363,6342.7,1221,-0.42387369634130334,0.0014448059586321229,0.11225922953451044,-2.987168719916119,3116.0,0.6664489229031817,1.1980056303914015,3117,246,5475.9000000000015,866.8000000000004,0.000707519617885581,0.02178017656658198
84,0.0001,-0.08,50,200,3044,6153.1,922,-0.5649562227900751,0.0013983474085247072,0.1017924023542001,-2.9702960373716474,2777.0,0.624375646769208,0.4281168707382733,2777,267,5055.400000000001,1097.6999999999996,0.000707519617885581,0.02750532651307558
85,0.0001,-0.08,50,200,3314,6425.5,912,-0.569674701935519,0.0014698492462311584,0.11078785446762975,-2.9795805099251154,3060.0,0.5937298041382199,0.7591337898240696,3061,253,5550.199999999998,875.3,0.000707519617885581,0.004121702475031075
86,0.0001,-0.08,50,200,3370,5900.8,786,-0.6291275391681117,0.0013515678983467478,0.11269395398608882,-3.0038286206015306,3115.0,0.6600028318477402,1.1487637834953848,3115,255,5156.100000000005,744.7000000000002,0.000707519617885581,0.027749897735425674
87,0.0001,-0.08,50,200,3219,5740.1,844,-0.6017603601245373,0.0013238813113185118,0.10764446227929374,-2.997840745648692,2915.0,0.7063286633258347,0.6711412552955213,2915,304,4655.399999999999,1084.7000000000005,0.000707519617885581,0.0023718460709810174
88,0.0001,-0.08,50,200,2993,6116.3,934,-0.5592940478155425,0.0013345250866424328,0.10008694489031568,-2.977877651785716,2718.0,0.5662702303085027,0.6608944374482889,2717,276,5200.700000000001,915.6,0.000707519617885581,0.013210078725410843
89,0.0001,-0.08,50,200,3059,5526.5,971,-0.5418356749774002,0.0012988077761735583,0.10219368646334938,-2.989820136772434,2734.0,0.6877765283726607,1.0269473376427392,2737,322,4713.499999999999,812.9999999999993,0.000707519617885581,0.010832027179797357
90,0.0001,-0.08,50,200,3084,5596.5,960,-0.5470260020373884,0.0013000916164557568,0.10313001605136436,-2.991814412303051,2809.0,0.6534915818148183,0.7463869509026945,2809,275,4663.399999999999,933.1000000000004,0.000707519617885581,0.03539981695824584
91,0.0001,-0.08,50,200,3274,5787.6,999,-0.5286239333701573,0.0014248240937163128,0.1094836811128946,-2.9843365047360253,2962.0,0.7052615737976226,1.072913153710875,2962,312,4704.599999999999,1082.9999999999998,0.000707519617885581,0.02473842403640309
92,0.0001,-0.08,50,200,3031,5389.1,973,-0.5408919791483113,0.001269733162871632,0.10132423756019261,-2.993157033425505,2746.0,0.7416446185955139,1.4195885448383823,2746,285,4505.199999999999,883.9000000000002,0.000707519617885581,0.010800269900425596
93,0.0001,-0.08,50,200,3231,6013.6,1051,-0.5040878418138491,0.0014215220699538343,0.10801230604601392,-2.9814951885075014,2959.0,0.684092090943244,0.9065836811743633,2960,271,5062.400000000001,951.2000000000003,0.000707519617885581,0.003208979654997551
94,0.0001,-0.08,50,200,3264,5811.6,736,-0.6527199348953311,0.0013289578577747123,0.10911583734617443,-3.000162899245586,3017.0,0.6735148893325393,0.9237694425758274,3018,246,4896.000000000002,915.5999999999997,0.000707519617885581,0.025308792019931088
95,0.0001,-0.08,50,200,3128,6185.1,1063,-0.4984256668393165,0.0013741577738881762,0.10460139111824505,-2.9818054733803834,2847.0,0.5703814921294721,0.9799198892219835,2847,281,5255.600000000002,929.5,0.000707519617885581,0.012074880439699514
96,0.0001,-0.08,50,200,3268,5853.8,1132,-0.4658681607357538,0.0015430163793821912,0.10924959871589085,-2.9632673846179625,2961.0,0.6653506018919947,0.6728413337213708,2962,306,4865.300000000001,988.5000000000001,0.000707519617885581,0.026310925402205677
97,0.0001,-0.08,50,200,3203,6238.6,919,-0.5663717665337082,0.0013741796193379996,0.10704253611556983,-2.9875871105534575,2927.0,0.6150290665796131,0.7568863860352825,2929,274,5158.8,1079.8000000000002,0.000707519617885581,0.0021685845519966514
98,0.0001,-0.08,50,200,3226,5791.7,855,-0.596570033064549,0.0013941766080267592,0.10784510433386837,-2.985913285687841,2938.0,0.692833752660706,0.7642593106705722,2939,287,4843.699999999997,947.9999999999997,0.000707519617885581,0.010963857529614556
99,0.0001,-0.08,50,200,3139,6315.1,940,-0.5564629603282761,0.0014810643640890276,0.10493579454253611,-2.9632810650302135,2818.0,0.6100686293428227,0.7391500240667715,2819,320,5222.9999999999945,1092.1,0.000707519617885581,0.007975511992260414
0,0.0001,-0.16,0,200,2073,4163.9,1069,-0.4955945793520502,0.001074466769373929,0.06932182985553773,-2.934774795070304,1832.0,0.8260172405547583,0.5240639468582112,1832,241,3377.500000000001,786.3999999999997,0.001665097395293282,0.043535298393836595
1,0.0001,-0.16,0,200,1975,4019.7,876,-0.5866612268591169,0.0009677383036101074,0.06604467629748528,-2.950509347485075,1712.0,0.7645695868482493,1.0061096817382524,1712,263,3034.5000000000005,985.1999999999997,0.001665097395293282,0.05250463100591413
2,0.0001,-0.16,0,200,1911,4104.2,769,-0.6371489537153663,0.0008091470595352579,0.06390449438202248,-2.988025346314203,1725.0,0.6420570952750285,0.6439403453174327,1725,186,3324.4000000000015,779.8000000000001,0.001665097395293282,0.026609403894178152
3,0.0001,-0.16,0,200,1898,4027.3,856,-0.5960981851500047,0.0008301724647851563,0.06346976993044409,-2.980051748325402,1693.0,0.7503362000510244,0.9066878032010552,1693,205,3154.399999999998,872.8999999999999,0.001665097395293282,0.021886994517030987
4,0.0001,-0.16,0,200,2010,4352.4,733,-0.6541354786389643,0.0008356086209539117,0.06721508828250401,-2.9927394299391685,1836.0,0.766445631319777,0.4399916111951289,1836,174,3282.7999999999993,1069.6000000000004,0.001665097395293282,0.05524733263399719
5,0.0001,-0.16,0,200,2202,5048.0,788,-0.628183843339023,0.0008769990267012211,0.07363563402889245,-3.00323348929799,2082.0,0.5615382679291262,0.36828624770467144,2082,120,4345.000000000001,702.9999999999999,0.001665097395293282,0.018268007139392948
6,0.0001,-0.16,0,200,2197,4621.4,663,-0.6871648326570714,0.0008847356767787896,0.07346843231674692,-3.000708109691028,2060.0,0.7155200575859726,0.6117217200461637,2060,137,3736.699999999999,884.6999999999998,0.001665097395293282,0.024011307977568026
7,0.0001,-0.16,0,200,2097,4861.2,1085,-0.48804501271934,0.000886753860259058,0.07012439807383627,-2.9889733373456147,1912.0,0.7094728456204833,0.8352881086571506,1912,185,3886.7,974.4999999999999,0.001665097395293282,0.028879575384869544
8,0.0001,-0.16,0,200,2116,5043.3,804,-0.6206342767063128,0.0009265562698457851,0.0707597645799893,-2.9805186409626305,1899.0,0.6159087181562615,0.505328429495314,1899,217,4005.499999999998,1037.8,0.001665097395293282,0.01590093621817145
